index_source,pubmed_id,title_pub,title_source,authors_pub,clusterid_google,titleMatch
803,,,Sapap3 deletion causes dynamic synaptic density abnormalities: a longitudinal [11 C] UCB-J PET study in a model of obsessive–compulsive disorder-like …,,7425118808325171027,None
804,34343612,Mechanisms of endocannabinoid control of synaptic plasticity.,Mechanisms of endocannabinoid control of synaptic plasticity,"BL WINTERS,CW VAUGHAN",17804082698120325154,High
805,34718738,The Eukaryotic Linear Motif resource: 2022 release.,The Eukaryotic Linear Motif resource: 2022 release,"M KUMAR,S MICHAEL,J ALVARADO-VALVERDE,B MÉSZÁROS,H SÁMANO-SÁNCHEZ,A ZEKE,L DOBSON,T LAZAR,M ÖRD,A NAGPAL,N FARAHI,M KÄSER,R KRALETI,NE DAVEY,R PANCSA,LB CHEMES,TJ GIBSON",11132151263227074987,High
806,33216857,Structure of the FERM domain of a neural scaffold protein FRMPD4 implicated in X-linked intellectual disability.,Structure of the FERM domain of a neural scaffold protein FRMPD4 implicated in X-linked intellectual disability,"M WANG,L LIN,Y SHI,L HE,C WANG,J ZHU",5528352144023217853,High
807,32039235,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation.,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation,"H LI,Q CHEN,C SHAN,C GUO,X YANG,Y CHEN,J ZHU,Q OUYANG",4023046620459650626,High
808,,,Autism-associated mutations interfere with the function of the Shank3 N-terminus in postsynaptic signaling pathways,,10575698630295266008,None
809,34051266,Presynaptic bouton compartmentalization and postsynaptic density-mediated glutamate receptor clustering via phase separation.,Presynaptic bouton compartmentalization and postsynaptic density-mediated glutamate receptor clustering via phase separation,"Z FENG,X WU,M ZHANG",801515849957842243,High
810,,,ALLEY PROOF,,4916303276861799299,None
811,34471085,The Role of Amyloid-Beta and Tau in the Early Pathogenesis of Alzheimer's Disease.,The Role of Amyloid-Beta and Tau in the Early Pathogenesis of Alzheimer's Disease,"X YIN,Y QIU,C ZHAO,Z ZHOU,J BAO,W QIAN",7235115108214509212,High
812,,,Entropy of stapled peptide inhibitors in free state is the major contributor to the improvement of binding affinity with the GK domain,,4853085254690569857,None
813,,,"Cun-quan Xiong, Hong-cheng Zhou",,gTqBla21g8kJ,None
814,,,Bi-directional protein-protein interactions control liquid-liquid phase separation of PSD-95 and its interaction partners,,6652673115917343383,None
815,34123337,Construction of diverse peptide structural architectures ,Construction of diverse peptide structural architectures via chemoselective peptide ligation,"CHP CHEUNG,J XU,CL LEE,Y ZHANG,R WEI,D BIERER,X HUANG,X LI",6325766980423705636,Low
816,,,Phase separation-mediated formation of condensed GIT/PIX enzyme complex module for compartmentalized signaling,,3540854609590260414,None
817,34431498,The intracellular domains of the EphB6 and EphA10 receptor tyrosine pseudokinases function as dynamic signalling hubs.,Eph receptor signalling: from catalytic to non-catalytic functions,"LY LIANG,M ROY,CR HORNE,JJ SANDOW,M SURUDOI,LF DAGLEY,SN YOUNG,T DITE,JJ BABON,PW JANES,O PATEL,JM MURPHY,IS LUCET",15563633423314021138,Low
818,30767740,About TFE: Old and New Findings.,About TFE: Old and new findings,"M VINCENZI,FA MERCURIO,M LEONE",9323359537944053079,High
819,,,Assessment of biochemical recurrence of prostate cancer,,5066785775038865540,None
820,30739268,SAMD5 mRNA was overexpressed in prostate cancer and can predict biochemical recurrence after radical prostatectomy.,SAMD5 mRNA was overexpressed in prostate cancer and can predict biochemical recurrence after radical prostatectomy,"F LI,Y XU,RL LIU",15750026728294534920,High
821,31862615,"Cell guidance ligands, receptors and complexes - orchestrating signalling in time and space.","Cell guidance ligands, receptors and complexes–orchestrating signalling in time and space","D ROZBESKY,EY JONES",7109703153981752862,High
822,30576907,Design and analysis of EphA2-SAM peptide ligands: A multi-disciplinary screening approach.,Design and analysis of EphA2-SAM peptide ligands: a multi-disciplinary screening approach,"FA MERCURIO,C DI NATALE,L PIRONE,D MARASCO,E CALCE,M VINCENZI,EM PEDONE,S DE LUCA,M LEONE",10213820825085994414,High
823,30306850,Sam Domains in Multiple Diseases.,Sam domains in multiple diseases,"M VINCENZI,FA MERCURIO,M LEONE",5517038451647052196,High
824,31538690,Exploring the Ability of Cyclic Peptides to Target SAM Domains: A Computational and Experimental Study.,Exploring the Ability of Cyclic Peptides to Target SAM Domains: A Computational and Experimental Study,"FA MERCURIO,C DI NATALE,L PIRONE,M VINCENZI,D MARASCO,S DE LUCA,EM PEDONE,M LEONE",15660681941773364426,High
825,33634116,Eph-Ephrin Signaling Mediates Cross-Talk Within the Bone Microenvironment.,Eph-Ephrin Signaling Mediates Cross-Talk Within the Bone Microenvironment,"A ARTHUR,S GRONTHOS",6671207668170962672,High
826,32492868,Harnessing the Power of Eph/ephrin Biosemiotics for Theranostic Applications.,Harnessing the Power of Eph/ephrin Biosemiotics for Theranostic Applications,"RM HUGHES,JAI VIRAG",8714321992214374095,High
827,31589243,The Evolutionary History of Ephs and Ephrins: Toward Multicellular Organisms.,The Evolutionary History of Ephs and Ephrins: Toward Multicellular Organisms,"A ARCAS,DG WILKINSON,MÁ NIETO",16023594832482801784,High
828,,,[CITATION][C],,15450779209652425672,None
829,,,"Expression, purification and characterization of the RhoA-binding domain of human SHIP2 in E. coli",,13922290468467236555,None
830,33572284,"EphA2 and EGFR: Friends in Life, Partners in Crime. Can EphA2 Be a Predictive Biomarker of Response to Anti-EGFR Agents?","EphA2 and EGFR: Friends in Life, Partners in Crime. Can EphA2 Be a Predictive Biomarker of Response to Anti-EGFR Agents? Cancers 2021, 13, 700","M CIOCE,VM FAZIO",12846654298292992297,High
831,32156783,Structure-based mechanism of preferential complex formation by apoptosis signal-regulating kinases.,Mechanism of preferential complex formation by Apoptosis Signal-regulating Kinases,"SJ TREVELYAN,JL BREWSTER,AE BURGESS,JM CROWTHER,AL CADELL,BL PARKER,DR CROUCHER,RCJ DOBSON,JM MURPHY,PD MACE",9806711721088116271,High
832,34431498,The intracellular domains of the EphB6 and EphA10 receptor tyrosine pseudokinases function as dynamic signalling hubs.,The intracellular domains of the EphB6 and EphA10 receptor tyrosine pseudokinases function as dynamic signalling hubs,"LY LIANG,M ROY,CR HORNE,JJ SANDOW,M SURUDOI,LF DAGLEY,SN YOUNG,T DITE,JJ BABON,PW JANES,O PATEL,JM MURPHY,IS LUCET",3273579840264265258,High
833,33962882,EphA2: A promising therapeutic target in breast cancer.,EphA2: a promising therapeutic target in breast cancer,"P ZHAO,D JIANG,Y HUANG,C CHEN",17033359952499365474,High
834,,,Role of SHIP2 in cell repulsion regulated by Eph receptor and ephrin signaling,,389452951635151194,None
835,,,An auxiliary binding interface of SHIP2-SH2 for Y292-phosphorylated FcγRIIB reveals diverse recognition mechanisms for tyrosine-phosphorylated receptors …,,8716610655625811889,None
836,,,Characterisation of EphA1 and its potential role in Alzheimer's Disease,,5385087860436252974,None
837,33572284,"EphA2 and EGFR: Friends in Life, Partners in Crime. Can EphA2 Be a Predictive Biomarker of Response to Anti-EGFR Agents?","EphA2 and EGFR: Friends in Life, Partners in Crime. Can EphA2 Be a Predictive Biomarker of Response to Anti-EGFR Agents?","M CIOCE,VM FAZIO",9643421752627639282,High
838,,,EPH Receptor Tyrosine Kinases Regulate Epithelial Morphogenesis and Phosphorylate the PAR-3 Scaffold Protein to Modulate Downstream Signaling Networks,,BnUXsuL2NhUJ,None
839,,,EPH tyrosine kinase receptors regulate epithelial morphogenesis and phosphorylate the PAR-3 scaffold protein to modulate downstream signaling networks,,13974013234672224964,None
840,32241909,Sterile α-motif domain requirement for cellular signaling and survival.,Sterile α-motif domain requirement for cellular signaling and survival,"S RAY,L CHEE,DR MATSON,NY PALERMO,EH BRESNICK,KJ HEWITT",18197003708078397063,High
841,31942846,Protein Interaction Domains: Structural Features and Drug Discovery Applications (Part 2).,Protein Interaction Domains: Structural Features and Drug Discovery Applications (Part 2),"M VINCENZI,FA MERCURIO,M LEONE",7806298090643980466,High
842,,,Identification de nouvelles protéines effectrices dans la signalisation des récepteurs Eph,,toYrCpA_wncJ,None
843,,,Proximity proteomics reveal EPH tyrosine kinase receptors' regulation of cell polarity and identify Par3 scaffold protein as a novel effector of EPH signaling,,17413361382964443992,None
844,30515837,Emerging concepts and challenges in implementing the exposome paradigm in allergic diseases and asthma: a Practall document.,Emerging concepts and challenges in implementing the exposome paradigm in allergic diseases and asthma: a Practall document,"I AGACHE,R MILLER,JE GERN,PW HELLINGS,M JUTEL,A MURARO,W PHIPATANAKUL,S QUIRCE,D PEDEN",1019281276542446840,High
845,29272327,Developing a 'personalome' for precision medicine: emerging methods that compute interpretable effect sizes from single-subject transcriptomes.,Developing a 'personalome'for precision medicine: emerging methods that compute interpretable effect sizes from single-subject transcriptomes,"F VITALI,Q LI,AG SCHISSLER,J BERGHOUT,C KENOST,YA LUSSIER",13724432425205383588,High
846,30562046,Personalized Transcriptomics Reveals Heterogeneous Immunophenotypes in Children with Viral Bronchiolitis.,Personalized transcriptomics reveals heterogeneous immunophenotypes in children with viral bronchiolitis,"AC JONES,D ANDERSON,S GALBRAITH,E FANTINO,D GUTIERREZ CARDENAS,JF READ,M SERRALHA,BJ HOLT,DH STRICKLAND,PD SLY,A BOSCO,PG HOLT",9935082946794653962,High
847,30845274,Distinct transcriptional modules in the peripheral blood mononuclear cells response to human respiratory syncytial virus or to human rhinovirus in hospitalized infants with bronchiolitis.,Distinct transcriptional modules in the peripheral blood mononuclear cells response to human respiratory syncytial virus or to human rhinovirus in hospitalized …,"SE VIEIRA,SY BANDO,M DE PAULIS,DBL OLIVEIRA,LM THOMAZELLI,EL DURIGON,MB MARTINEZ,CA MOREIRA-FILHO",9536880649428504680,High
848,32381498,Artificial intelligence techniques in asthma: a systematic review and critical appraisal of the existing literature.,Artificial intelligence techniques in asthma: a systematic review and critical appraisal of the existing literature,"KP EXARCHOS,M BELTSIOU,CA VOTTI,K KOSTIKAS",9228960278658429366,High
849,31296218,Evaluating single-subject study methods for personal transcriptomic interpretations to advance precision medicine.,Evaluating single-subject study methods for personal transcriptomic interpretations to advance precision medicine,"S RACHID ZAIM,C KENOST,J BERGHOUT,F VITALI,HH ZHANG,YA LUSSIER",9016852236055088391,High
850,30371821,Development and validation of the PEPPER framework (Prenatal Exposure PubMed ParsER) with applications to food additives.,Development and validation of the PEPPER framework (Prenatal Exposure PubMed ParsER) with applications to food additives,"MR BOLAND,A KASHYAP,J XIONG,J HOLMES,S LORCH",7324639035951739902,High
851,,,Molecular endotypes contribute to the heterogeneity of asthma,,4037689760465098706,None
852,29766674,Assessment of airway inflammation and remodeling in children with severe asthma: The next challenge.,Assessment of airway inflammation and remodeling in children with severe asthma: The next challenge.,"G LEZMI,J DE BLIC",18288170594474677580,High
853,31573988,Precision medicine in severe pediatric asthma: opportunities and challenges.,Precision medicine in severe pediatric asthma: opportunities and challenges,"SJH VIJVERBERG,P BRINKMAN,NWP RUTJES,AH MAITLAND-VAN DER ZEE",8936416796932531699,High
854,,,Respiratory viral infections,,1668174683238448351,None
855,34381160,Harnessing electronic health records to study emerging environmental disasters: a proof of concept with perfluoroalkyl substances (PFAS).,Harnessing electronic health records to study emerging environmental disasters: a proof of concept with perfluoroalkyl substances (PFAS),"MR BOLAND,LM DAVIDSON,SP CANELÓN,J MEEKER,T PENNING,JH HOLMES,JH MOORE",1088129047820724250,High
856,33138767,Correction to: binomialRF: interpretable combinatoric efficiency of random forests to identify biomarker interactions.,binomialRF: interpretable combinatoric efficiency of random forests to identify biomarker interactions,"SR ZAIM,C KENOST,J BERGHOUT,W CHIU,L WILSON,HH ZHANG,YA LUSSIER",1574174520555765564,High
857,34252934,'Single-subject studies'-derived analyses unveil altered biomechanisms between very small cohorts: implications for rare diseases.,""" Single-subject studies""-derived analyses unveil altered biomechanisms between very small cohorts: implications for rare diseases","D ABERASTURI,N POULADI,SR ZAIM,C KENOST,J BERGHOUT,WW PIEGORSCH,YA LUSSIER",12936359238354516430,High
858,25671719,Quotable quotes.,Quotable Quotes,"WH BURGDORF,LJ HOENIG",8202075255680307132,High
859,,,Environmental Protection,,WYW6OO8Z6IoJ,None
860,,,Engineering-Medicine,,11590160186286827595,None
861,,,binomialRF: Scalable Feature Selection and Screening for Random Forests to Identify Biomarkers and Their Interactions,,93172406059634187,None
862,33396440,Personalized beyond Precision: Designing Unbiased Gold Standards to Improve Single-Subject Studies of Personal Genome Dynamics from Gene Products.,Personalized beyond precision: designing unbiased gold standards to improve single-subject studies of personal genome dynamics from gene products,"S RACHID ZAIM,C KENOST,HH ZHANG,YA LUSSIER",5181350145932489825,High
863,33497811,Enhanced childhood diseases treatment using computational models: Systematic review of intelligent experiments heading to precision medicine.,Enhanced childhood diseases treatment using computational models: Systematic review of intelligent experiments heading to precision medicine,"S ROSTAM NIAKAN KALHORI,M TANHAPOUR,M GHOLAMZADEH",14611676454066730444,High
864,32765492,Rhinovirus Infection Drives Complex Host Airway Molecular Responses in Children With Cystic Fibrosis.,Innate Immune Response of Airway Epithelial Cells from Children with Cystic Fibrosis to Rhinovirus Infection,"KM LING,LW GARRATT,EE GILL,AHY LEE,P AGUDELO-ROMERO,EN SUTANTO,T IOSIFIDIS,T ROSENOW,SE TURVEY,T LASSMANN,REW HANCOCK,A KICIC,SM STICK",12147274733617659384,Low
865,,,Interpretable and Robust Machine Learning for Precision Medicine,,10876140481959103374,None
866,,,Par3–mInsc and Gα i3 cooperate to promote oriented epidermal cell divisions through LGN,,16713844042351635180,None
867,24021274,"Oriented divisions, fate decisions.","Oriented divisions, fate decisions","SE WILLIAMS,E FUCHS",16232644620439853531,High
868,25684577,A bipartite interaction between Hsp70 and CHIP regulates ubiquitination of chaperoned client proteins.,A bipartite interaction between Hsp70 and CHIP regulates ubiquitination of chaperoned client proteins,"H ZHANG,J AMICK,R CHAKRAVARTI,S SANTARRIAGA,S SCHLANGER,C MCGLONE,M DARE,JC NIX,KM SCAGLIONE,DJ STUEHR,S MISRA,RC PAGE",11956991579411873996,High
869,24302560,Activators of G protein signaling exhibit broad functionality and define a distinct core signaling triad.,Activators of G protein signaling exhibit broad functionality and define a distinct core signaling triad,"JB BLUMER,SM LANIER",14299542504442330122,High
870,28351864,Spindle orientation: a question of complex positioning.,Spindle orientation: a question of complex positioning,"DT BERGSTRALH,NS DAWNEY,D ST JOHNSTON",5848061453100497667,High
871,28963071,Protein Complex Assemblies in Epithelial Cell Polarity and Asymmetric Cell Division.,Protein complex assemblies in epithelial cell polarity and asymmetric cell division,"W WEN,M ZHANG",6826944998539703978,High
872,31147444,Structure of the super-elongation complex subunit AFF4 C-terminal homology domain reveals requirements for AFF homo- and heterodimerization.,Structure of the super-elongation complex subunit AFF4 C-terminal homology domain reveals requirements for AFF homo-and heterodimerization,"Y CHEN,P CRAMER",2877159561871579994,High
873,31617345,Phase Separation in Asymmetric Cell Division.,Phase separation in asymmetric cell division,W WEN,6202012085279254546,High
874,31488544,Interaction of the tetratricopeptide repeat domain of aryl hydrocarbon receptor-interacting protein-like 1 with the regulatory Pγ subunit of phosphodiesterase 6.,Interaction of the tetratricopeptide repeat domain of aryl hydrocarbon receptor–interacting protein–like 1 with the regulatory Pγ subunit of phosphodiesterase 6,"RP YADAV,K BOYD,L YU,NO ARTEMYEV",11189590370424526957,High
875,30406994,A Residue outside the Binding Site Determines the Gα Binding Specificity of GoLoco Motifs.,A Residue outside the Binding Site Determines the Gα Binding Specificity of GoLoco Motifs,"C LIU,J WENG,D WANG,M YANG,M JIA,W WANG",2809936678103951608,High
876,26841766,Crystallization and X-ray diffraction of LGN in complex with the actin-binding protein afadin.,Crystallization and X-ray diffraction of LGN in complex with the actin-binding protein afadin,"M CARMINATI,V CECATIELLO,M MAPELLI",9848689792846099543,High
877,25480567,Activator of G protein signaling 3 forms a complex with resistance to inhibitors of cholinesterase-8A without promoting nucleotide exchange on Gα(i3).,Activator of G protein signaling 3 forms a complex with resistance to inhibitors of cholinesterase-8A without promoting nucleotide exchange on Gα i3,"MK TSE,CJ MORRIS,M ZHANG,YH WONG",1665790381620162879,High
878,31732560,"Intramolecular interaction in LGN, an adaptor protein that regulates mitotic spindle orientation.","Intramolecular interaction in LGN, an adaptor protein that regulates mitotic spindle orientation","H TAKAYANAGI,J HAYASE,S KAMAKURA,K MIYANO,K CHISHIKI,S YUZAWA,H SUMIMOTO",8228082909658642814,High
879,33172018,AGS3 and Gα,AGS3 and Gαi3 Are Concomitantly Upregulated as Part of the Spindle Orientation Complex during Differentiation of Human Neural Progenitor Cells,"JLK YIP,MMK LEE,CCY LEUNG,MK TSE,AST CHEUNG,YH WONG",4633203783435729562,Low
880,,,Molecular contribution of the Aurora-A kinase and the junctional protein Afadin to oriented cell divisions,,12322498728324740776,None
881,25480567,Activator of G protein signaling 3 forms a complex with resistance to inhibitors of cholinesterase-8A without promoting nucleotide exchange on Gα(i3).,Activator of G protein signaling 3 forms a complex with resistance to inhibitors of cholinesterase-8A without promoting nucleotide exchange on Gα.,"MK TSE,CJ MORRIS,M ZHANG,YH WONG",wIqGbJOFIC4J,High
882,,,Polarity Control of Spindle Positioning in the C. elegans Embryo,,628101414000840458,None
883,,,[CITATION][C],,vfejx3MHK3IJ,None
884,34158639,Spindle positioning and its impact on vertebrate tissue architecture and cell fate.,Spindle positioning and its impact on vertebrate tissue architecture and cell fate,"T LECHLER,M MAPELLI",15230227246431522546,High
885,,,[CITATION][C],,6364650964909245135,None
886,32687894,Diversity of activator of G-protein signaling (AGS)-family proteins and their impact on asymmetric cell division across taxa.,Diversity of activator of G-Protein signaling (AGS)-family proteins and their impact on asymmetric cell division across taxa,"FDM WAVREIL,M YAJIMA",6498929501218490803,High
887,24028161,Structures and target recognition modes of PDZ domains: recurring themes and emerging pictures.,Structures and target recognition modes of PDZ domains: recurring themes and emerging pictures,"F YE,M ZHANG",8335243719973926517,High
888,26988743,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling.,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J ZHU,Y SHANG,M ZHANG",4976467416538385573,High
889,24513855,Phosphorylation-dependent interaction between tumor suppressors Dlg and Lgl.,Phosphorylation-dependent interaction between tumor suppressors Dlg and Lgl,"J ZHU,Y SHANG,Q WAN,Y XIA,J CHEN,Q DU,M ZHANG",7497317851290524517,High
890,32848858,"Structure, Function, and Regulation of the Blood-Brain Barrier Tight Junction in Central Nervous System Disorders.","Structure, function, and regulation of the blood-brain barrier tight junction in central nervous system disorders","JJ LOCHHEAD,J YANG,PT RONALDSON,TP DAVIS",18371343158076146558,High
891,29648450,Neuronal Synapses: Microscale Signal Processing Machineries Formed by Phase Separation?,Neuronal synapses: microscale signal processing machineries formed by phase separation?,"Z FENG,M ZENG,X CHEN,M ZHANG",12673926644614812872,High
892,27642159,An Atypical MAGUK GK Target Recognition Mode Revealed by the Interaction between DLG and KIF13B.,An atypical MAGUK GK target recognition mode revealed by the interaction between DLG and KIF13B,"J ZHU,Y SHANG,Y XIA,R ZHANG,M ZHANG",17185896443609533808,High
893,31673079,Co-expression of synaptic genes in the sponge Amphimedon queenslandica uncovers ancient neural submodules.,Co-expression of synaptic genes in the sponge Amphimedon queenslandica uncovers ancient neural submodules,"E WONG,J MÖLTER,V ANGGONO,SM DEGNAN,BM DEGNAN",17783846941944914803,High
894,28701415,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain.,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain,"Y XIA,Y SHANG,R ZHANG,J ZHU",7987506880445441036,High
895,31487503,LDL receptor related protein 1 requires the I,LDL receptor related protein 1 requires the I3 domain of discs-large homolog 1/DLG1 for interaction with the kinesin motor protein KIF13B,"J MILLS,T HANADA,Y HASE,L LISCUM,AH CHISHTI",10945664354930421234,Low
896,26066286,Plasma membrane-associated superstructure: Have we overlooked a new type of organelle in eukaryotic cells?,Plasma membrane-associated superstructure: Have we overlooked a new type of organelle in eukaryotic cells?,"JL RODRÍGUEZ-FERNÁNDEZ,MG DE LACOBA",15798758351789772916,High
897,,,"Biochemical, Structural and Functional Characterization of Two Postsynaptic Density Proteins: Shank3 and SynGAP",,3755109169936664632,None
898,32039235,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation.,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation,"H LI,Q CHEN,C SHAN,C GUO,X YANG,Y CHEN,J ZHU,Q OUYANG",4023046620459650626,High
899,34596678,Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species.,Interaction between Discs large and GPSM2: A Comparison Across Species,"EA SCHILLER,DT BERGSTRALH",3662361834359199766,High
900,34596678,Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species.,Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species,"EA SCHILLER,DT BERGSTRALH",11068314736467622078,High
901,34198584,"MAGI1, a Scaffold Protein with Tumor Suppressive and Vascular Functions.","MAGI1, a Scaffold Protein with Tumor Suppressive and Vascular Functions","J WÖRTHMÜLLER,C RÜEGG",14851675733189492417,High
902,34198584,"MAGI1, a Scaffold Protein with Tumor Suppressive and Vascular Functions.","MAGI1, a Scaffold Protein with Tumor Suppressive and Vascular Functions. Cells 2021, 10, 1494","J WÖRTHMÜLLER,C RÜEGG",2Ubodqt00Y4J,High
903,33114686,Not Just Another Scaffolding Protein Family: The Multifaceted MPPs.,Not Just Another Scaffolding Protein Family: The Multifaceted MPPs,"A CHYTŁA,W GAJDZIK-NOWAK,P OLSZEWSKA,A BIERNATOWSKA,AF SIKORSKI,A CZOGALLA",4731952995317480328,High
904,,,Studying human neuropsychiatric disease in DLG2 deficient neurons,,15149279808295658396,None
905,34371146,Crystal structure of the PDZ4 domain of MAGI2 in complex with PBM of ARMS reveals a canonical PDZ recognition mode.,Crystal structure of the PDZ4 domain of MAGI2 in complex with PBM of ARMS reveals a canonical PDZ recognition mode,"Y ZHANG,Z ZHONG,J YE,C WANG",10234859283510675042,High
906,,,Buku: Strategi Meningkatkan Penghantaran Obat Di Dalam Tubuh,,7130801687697885762,None
907,28351864,Spindle orientation: a question of complex positioning.,Spindle orientation: a question of complex positioning,"DT BERGSTRALH,NS DAWNEY,D ST JOHNSTON",5848061453100497667,High
908,28963071,Protein Complex Assemblies in Epithelial Cell Polarity and Asymmetric Cell Division.,Protein complex assemblies in epithelial cell polarity and asymmetric cell division,"W WEN,M ZHANG",6826944998539703978,High
909,30021165,Regulation of KIF1A-Driven Dense Core Vesicle Transport: Ca,Regulation of KIF1A-driven dense core vesicle transport: Ca2+/CaM controls DCV binding and liprin-α/TANC2 recruits DCVs to postsynaptic sites,"R STUCCHI,G PLUCIŃSKA,JJA HUMMEL,EE ZAHAVI,I GUERRA SAN JUAN,O KLYKOV,RA SCHELTEMA,AFM ALTELAAR,CC HOOGENRAAD",163587513479408219,Low
910,29281827,Synaptic Targeting and Function of SAPAPs Mediated by Phosphorylation-Dependent Binding to PSD-95 MAGUKs.,Synaptic targeting and function of SAPAPs mediated by phosphorylation-dependent binding to PSD-95 MAGUKs,"J ZHU,Q ZHOU,Y SHANG,H LI,M PENG,X KE,Z WENG,R ZHANG,X HUANG,SSC LI,G FENG,Y LU,M ZHANG",15699679757863684213,High
911,28917202,Mechanisms of MAGUK-mediated cellular junctional complex organization.,Mechanisms of MAGUK-mediated cellular junctional complex organization,"F YE,M ZENG,M ZHANG",6544785304134805515,High
912,30862230,MicroRNA-23a depletion promotes apoptosis of ovarian cancer stem cell and inhibits cell migration by targeting DLG2.,MicroRNA-23a depletion promotes apoptosis of ovarian cancer stem cell and inhibits cell migration by targeting DLG2,"RJ ZHUANG,XX BAI,W LIU",7532865130908744939,High
913,29894023,Regulation of ciliary membrane protein trafficking and signalling by kinesin motor proteins.,Regulation of ciliary membrane protein trafficking and signalling by kinesin motor proteins,"SK MORTHORST,ST CHRISTENSEN,LB PEDERSEN",5102695796190614246,High
914,30864948,Intramolecular domain dynamics regulate synaptic MAGUK protein interactions.,Intramolecular domain dynamics regulate synaptic MAGUK protein interactions,"N RADEMACHER,B KUROPKA,SA KUNDE,MC WAHL,C FREUND,SA SHOICHET",18301229879737020518,High
915,28701415,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain.,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain,"Y XIA,Y SHANG,R ZHANG,J ZHU",7987506880445441036,High
916,31617345,Phase Separation in Asymmetric Cell Division.,Phase separation in asymmetric cell division,W WEN,6202012085279254546,High
917,31487503,LDL receptor related protein 1 requires the I,LDL receptor related protein 1 requires the I3 domain of discs-large homolog 1/DLG1 for interaction with the kinesin motor protein KIF13B,"J MILLS,T HANADA,Y HASE,L LISCUM,AH CHISHTI",10945664354930421234,Low
918,32039235,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation.,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation,"H LI,Q CHEN,C SHAN,C GUO,X YANG,Y CHEN,J ZHU,Q OUYANG",4023046620459650626,High
919,34596678,Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species.,Interaction between Discs large and GPSM2: A Comparison Across Species,"EA SCHILLER,DT BERGSTRALH",3662361834359199766,High
920,34596678,Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species.,Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species,"EA SCHILLER,DT BERGSTRALH",11068314736467622078,High
921,34721577,"MicroRNAs as Biomarkers for Early Diagnosis, Prognosis, and Therapeutic Targeting of Ovarian Cancer.","MicroRNAs as Biomarkers for Early Diagnosis, Prognosis, and Therapeutic Targeting of Ovarian Cancer","Y MIRAHMADI,R NABAVI,F TAHERI,MM SAMADIAN,ZN GHALE-NOIE,M FARJAMI,A SAMADI-KHOUZANI,M YOUSEFI,S AZHDARI,A SALMANINEJAD,A SAHEBKAR",6804772935320858495,High
922,,,Image recognition method for fault service action of tennis based on feature matching,,11244593747392540725,None
923,,,Human Motion Target Recognition Using Convolutional Neural Network and Global Constraint Block Matching,,FAsx7nRlLi4J,None
924,26751642,Concomitant binding of Afadin to LGN and F-actin directs planar spindle orientation.,Concomitant binding of Afadin to LGN and F-actin directs planar spindle orientation,"M CARMINATI,S GALLINI,L PIROVANO,A ALFIERI,S BISI,M MAPELLI",14055277995097940843,High
925,28700574,Corrigendum: Molecular mechanism for the regulation of yeast separase by securin.,Molecular mechanism for the regulation of yeast separase by securin,"S LUO,L TONG",10392012204739311365,High
926,26023777,Correction: Novel Genetic Locus Implicated for HIV-1 Acquisition with Putative Regulatory Links to HIV Replication and Infectivity: A Genome-Wide Association Study.,Novel genetic locus implicated for HIV-1 acquisition with putative regulatory links to HIV replication and infectivity: a genome-wide association study,"EO JOHNSON,DB HANCOCK,NC GADDIS,JL LEVY,G PAGE,SP NOVAK,C GLASHEEN,NL SACCONE,JP RICE,MP MOREAU,KF DOHENY,JM ROMM,AI BROOKS,AH KRAL",14352300954901449177,High
927,26662512,The GPSM2/LGN GoLoco motifs are essential for hearing.,The GPSM2/LGN GoLoco motifs are essential for hearing,"Y BHONKER,A ABU-RAYYAN,K USHAKOV,L AMIR-ZILBERSTEIN,S SHIVATZKI,O YIZHAR-BARNEA,T ELKAN-MILLER,E TAYEB-FLIGELMAN,SM KIM,M LANDAU,M KANAAN,P CHEN,F MATSUZAKI,D SPRINZAK,KB AVRAHAM",5790439986703447607,High
928,,,Loss of the canonical spindle orientation function in the Pins/LGN homolog AGS 3,,8750993036277774656,None
929,,,Unreported intrinsic disorder in proteins: Building connections to the literature on IDPs,,7993336618937439885,None
